Genl group,Order acro,Order,Family acro,Family,Subfam acro,Genus,Species,Species acro1,Species acro2,Uncertain Id1,Common name,Comments,Growth form,Growth form,Cultivated only?8,Plant type2,Plant type2,Plant type2,Habitat (weeds) 3,Habitat (weeds) 3,Habitat (weeds) 3,Habitat (weeds) 3,Location 4,Location 4,Location 4,Location 4,B2,B3 incl. hammock5,NWH (NW hammock),B5,B6,B10,B16,Status6,Status6,Sources7,,
A3,Poal,Poales,Poac,Poaceae,NA,Echinochloa,crusgalli,EchCru,EcCr,NA,NA,NA,Herb,NA,N,Weed,NA,NA,Veg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A3,Poal,Poales,Poac,Poaceae,NA,Eleusine,indica,EleInd,ElIn,NA,Goose grass,NA,Herb,NA,N,Weed,NA,NA,L&L,Veg,G&P,NA,WdDi,NA,NA,NA,WdDi,B3H,NA,NA,NA,WdDi,WdDi,NA,NA,NA,,
A3,Poal,Poales,Poac,Poaceae,NA,Eragrostis,amabilis,EraAma,ErAm,NA,Feather  lovegrass,NA,Herb,NA,N,Lawn,NA,NA,NA,NA,NA,NA,WdDi,NA,NA,NA,WdDi,NF,NA,NA,NA,WdDi,WdDi,P,NA,NA,,
A3,Poal,Poales,Poac,Poaceae,NA,Eragrostis,bahiensis,EraBah,ErBa,NA,Bahia lovegrass,NA,Herb,NA,N,Lawn,Weed,NA,L&L,NA,NA,NA,B4S,8259,FieldOfcs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A3,Poal,Poales,Poac,Poaceae,NA,Eragrostis,barrelieri,EraBar,ErBa,NA,Mediterranean lovegrass,NA,Herb,NA,N,Weed,Lawn,NA,Veg,L&L,NA,NA,WdDi,NA,NA,NA,WdDi,NF,NA,NA,NA,WdDi,WdDi,H,NA,NA,,
A3,Poal,Poales,Poac,Poaceae,NA,Eragrostis,ciliaris,EraCil,ErCi,NA,Gophertail  lovegrass,NA,Herb,NA,N,Weed,NA,NA,L&L,G&P,NA,NA,NA,NA,NA,NA,NF,NF,NA,NA,NA,NF,NA,NA,NA,NA,,
A3,Poal,Poales,Poac,Poaceae,NA,Eremochloa,ophiuroides,EreOph,ErOp,NA,Centepede grass,NA,Herb,NA,N,Lawn,NA,NA,NA,NA,NA,NA,Lawns,NA,NA,NA,WdDi,B3H,NWH,NA,NA,WdDi,WdDi,NA,NA,NA,,
A3,Poal,Poales,Poac,Poaceae,NA,Eustachys,petraea,EusPet,EuPe,NA,NA,NA,Herb,NA,N,Roc,Weed,NA,Roc,L&L,NA,NA,Roc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[4only],,
A3,Poal,Poales,Poac,Poaceae,NA,Hyparrhenia,rufa,HypRuf,HyRu,NA,NA,NA,Herb,NA,N,Weed,Roc,NA,Roc,NA,NA,NA,NA,NA,NA,NA,NA,NF,NA,NA,NA,NA,NA,H,NA,[4also],,
A3,Poal,Poales,Poac,Poaceae,NA,Imperata,brasiliensis,ImpBra,ImBr,NA,NA,NA,Herb,NA,N,NA,NA,NA,NA,NA,NA,NA,Roc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[4only],,
A3,Poal,Poales,Poac,Poaceae,NA,Melinis,repens,MelRep,MeRe,NA,Rose natalgrass,NA,Herb,NA,N,Weed,L&L,Roc,Roc,NA,NA,NA,WdDi,NA,NA,NA,WdDi,B3H,NA,NA,NA,WdDi,WdDi,NA,NA,[4also],,
A3,Poal,Poales,Poac,Poaceae,NA,Neyraudia,reynaudiana,NeyRey,NeRe,NA,Burma reed,NA,Herb,NA,N,Weed,NA,NA,Roc,Ham,NA,NA,Roc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[4also],,
A3,Poal,Poales,Poac,Poaceae,NA,Paspalum,blodgetii,PasBlo,PaBl,NA,NA,NA,Herb,NA,N,Lawn,Weed,NA,L&L,Ham,NA,NA,WdDi,NA,NA,NA,WdDi,B3H,NA,NA,NA,WdDi,WdDi,NA,NA,NA,,
A3,Poal,Poales,Poac,Poaceae,NA,Paspalum,caespitosum,PasCae,PaCa,NA,NA,NA,Herb,NA,N,Roc,NA,NA,NA,NA,NA,NA,Roc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[4only],,
A3,Poal,Poales,Poac,Poaceae,NA,Paspalum,conjugatum,PasCon,PaCo,NA,Hilo grass,Wet/shady lawns,Herb,NA,N,Lawn,NA,NA,NA,NA,NA,NA,Lawns,NA,NA,NA,WdDi,B3H,NWH,NA,NA,WdDi,WdDi,H,NA,NA,,
A3,Poal,Poales,Poac,Poaceae,NA,Paspalum,fimbriatum,PasFim,PaFi,NA,NA,Summer annual,Herb,NA,N,Weed,NA,NA,Veg,L&L,NA,NA,WdDi,NA,NA,NA,WdDi,NF,NWH,NA,NA,WdDi,WdDi,NA,NA,[4also],,
A3,Poal,Poales,Poac,Poaceae,NA,Paspalum,malacophyllum,PasMal,PaMa2,NA,Ribbed paspalum,"Rare, N. Cent. Ham",Herb,NA,N,Ham,NA,NA,NA,NA,NA,NA,Ham,Roc,NA,NA,NA,B3H,NA,NA,NA,NA,NA,NA,NA,NA,,
A3,Poal,Poales,Poac,Poaceae,NA,Paspalum,notatum,PasNot,PaNo,NA,Bahia grass,NA,Herb,NA,N,Lawn,NA,NA,NA,NA,NA,NA,Lawns,NA,NA,NA,WdDi,B3H,NA,NA,NA,WdDi,WdDi,NA,NA,[4also],,
A3,Poal,Poales,Poac,Poaceae,NA,Paspalum,setaceum,PasSet,PaSe,NA,NA,NA,Herb,NA,N,Lawn,Weed,NA,L&L,Roc,NA,NA,Roc,Lawns?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[4only],,
A3,Poal,Poales,Poac,Poaceae,NA,Pennisetum,purpureum,PenPur,PePu,NA,Elephantgrass,"""Panecetum"" in source 4",Herb,NA,N,Weed,NA,NA,Roc,Ham,NA,NA,Roc,Suc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[4also],,
A3,Poal,Poales,Poac,Poaceae,NA,Pennisetum,setaceum,PenSet,PeSe,NA,Fountaingrass,NA,Herb,NA,?,Landsc,NA,NA,NA,NA,NA,NA,8266,SoilSci,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A3,Poal,Poales,Poac,Poaceae,NA,Rottboellia,cochinchinensis,RotCoc,RoCo,NA,Itch grass ,Summer annual,Herb,NA,N,Weed,NA,NA,L&L,Veg,G&P,NA,WdDi,NA,NA,NA,WdDi,NF,NA,B5,NA,WdDi,WdDi,NA,NA,NA,,
A3,Poal,Poales,Poac,Poaceae,NA,Schizachyrium,gracile,SchGra,ScGr,NA,NA,NA,Herb,NA,N,Roc,NA,NA,NA,NA,NA,NA,Roc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[4only],,
A3,Poal,Poales,Poac,Poaceae,NA,Schizachyrium,scoparium scoparium,SchSco,ScSc,NA,NA,NA,Herb,NA,N,Roc,NA,NA,NA,NA,NA,NA,Roc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[4only],,
A3,Poal,Poales,Poac,Poaceae,NA,Setaria,parviflora,SetPar,SePa,NA,NA,NA,Herb,NA,N,Lawn,Weed,NA,L&L,NA,NA,NA,WdDi,NA,NA,NA,WdDi,B3H,NA,NA,NA,WdDi,WdDi,NA,NA,[4also],,
A3,Poal,Poales,Poac,Poaceae,NA,Setaria,setosa,SetSet,SeSe,NA,West Indian Brittlegrass,"Rare, but can be locally common",Herb,NA,N,Lawn,Weed,NA,L&L,NA,NA,NA,B6,B1N,NA,NA,NA,NA,NA,NA,B6,NA,NA,H,NA,NA,,
A3,Poal,Poales,Poac,Poaceae,NA,Setaria,viridis,SetVir,SeVi,NA,NA,NA,Herb,NA,N,Weed,NA,NA,Veg,NA,NA,NA,WdDi,NA,NA,NA,NA,NF,NA,NA,NA,WdDi,WdDi,NA,NA,NA,,
A3,Poal,Poales,Poac,Poaceae,NA,Sorghastrum,secundum,SorSec,SoSe,NA,NA,NA,Herb,NA,N,Roc,NA,NA,NA,NA,NA,NA,Roc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[4only],,
A3,Poal,Poales,Poac,Poaceae,NA,Sorghum,bicolor,SorBic,SoBi,NA,Sorghum or Sudan-grass,NA,Herb,NA,N,CropT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B10?,B16?,NA,NA,NA,,
A3,Poal,Poales,Poac,Poaceae,NA,Sorghum,halepense,SorHal,SoHa,NA,Johnson grass,West dump area,Herb,NA,N,Weed,NA,NA,L&L,Dump,NA,NA,B14,NA,NA,NA,NA,NF,NA,NA,NA,B10?,NF,NA,NA,NA,,
A3,Poal,Poales,Poac,Poaceae,NA,Sporobolus,indicus,SpoInd,SpIn,NA,Smutgrass,NA,Herb,NA,N,Lawn,Weed,NA,L&L,Succ,NA,NA,Lawns,NA,NA,NA,WdDi,NF,NA,NA,NA,WdDi,WdDi,P,NA,[4also],,
A3,Poal,Poales,Poac,Poaceae,NA,Stenotaphrum,secundatum,SteSec,StSe,NA,St. Augustine grass,NA,Herb,NA,N,Lawn,NA,NA,NA,NA,NA,NA,Lawns,NA,NA,NA,WdDi,NF,NA,NA,NA,WdDi,NF,NA,NA,NA,,
A3,Poal,Poales,Poac,Poaceae,NA,Urochloa,distachya,UroDis,UrDi,NA,Tropical signalgrass,NA,Herb,NA,N,Weed,NA,NA,Veg,L&L,NA,NA,WdDi,NA,NA,NA,WdDi,NF,NA,NA,NA,WdDi,NF,NA,NA,NA,,
A3,Poal,Poales,Poac,Poaceae,NA,Urochloa [Panicum],maxima,UroMax,UrMa,NA,Guinea grass,NA,Herb,NA,N,Weed,NA,NA,L&L,Roc,NA,NA,Ham,NA,NA,NA,WdDi,B3H,NWH,NA,NA,WdDi,WdDi,NA,NA,NA,,
A3,Poal,Poales,Poac,Poaceae,NA,Urochloa,ramosa,UroRam,UrRa,NA,Dixie signalgrass,NA,Herb,NA,N,Weed,NA,NA,Veg,NA,NA,NA,B11N,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,
A3,Poal,Poales,Poac,Poaceae,NA,Zea,mays,ZeaMay,ZeMa,NA,Corn,NA,Herb,NA,Y,CropT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A3,Poal,Poales,Poac,Poaceae,NA,Zoysia,spp.,ZoySp.,ZoSp.,Sp.,NA,NA,Herb,NA,N,Lawn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WdDi,NF,NA,NA,NA,WdDi,NF,NA,NA,NA,,
A1.2,Coni,Coniferales,Podo,Podocarpaceae,NA,Podocarpus,macrophyllus,PodMac,PoMa,NA,NA,NA,Tree,Shrub,Y,Landsc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Faba,Fabales,Polyg,Polygalaceae,NA,Polygala,violacea,PolVio,PoVi,NA,Showy milkwort,NA,Herb,NA,N,Roc,NA,NA,NA,NA,NA,NA,Roc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[4also],,
A4.2,Poly,Polygonales,Polg,Polygonaceae,NA,Coccoloba,diversifolia,CocDiv,CoDi3,NA,NA,NA,Tree,Shrub,N,Ham,Landsc,NA,NA,NA,NA,NA,Ham,NA,NA,NA,NA,B3H,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.2,Poly,Polygonales,Polg,Polygonaceae,NA,Coccoloba,uvifera,CocUvi,CoUv,NA,Sea grape,NA,Tree,Shrub,?,Landsc,NA,NA,NA,NA,NA,NA,8267,VergelHome,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A1,Fern,Fern,Poly,Polypodiaceae,NA,Phlebodium,aureum,PhlAur,PhAu,NA,NA,NA,Herb,NA,N,Landsc,Epiph,NA,NA,NA,NA,NA,NA,NA,NA,NA,NF,NF,NA,NA,NA,NF,NA,NA,NA,[4also],,
A1,Fern,Fern,Poly,Polypodiaceae,NA,Platycerium,bifurcatum,PlaBif,PlBi,NA,Staghorn fern,NA,Herb,NA,Y,Landsc,Epiph,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NF,NA,NA,NA,NA,NA,NA,NA,NA,,
A1,Fern,Fern,Poly,Polypodiaceae,NA,Polypodium,polypodiodes,PolPol,PoPo,NA,Resurrection fern,NA,Herb,NA,N,Epiph,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NF,NF,NA,NA,NA,NF,NA,NA,NA,NA,,
A4.2,Cary,Caryophyllales,Port,Portulacaceae,NA,Portulaca,oleracea,PorOle,PoOl,NA,Purslane,NA,Herb,NA,N,Weed,NA,NA,Veg,L&L,G&P,NA,WdDi,NA,NA,NA,WdDi,NF,NA,NA,NA,WdDi,WdDi,NA,NA,NA,,
A4.8,Eric,Ericales,Prim,Primulaceae,NA,Anagallis,arvensis,AnaArv,AnAr,NA,NA,NA,Herb,NA,N,Weed,NA,NA,Veg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NF,WdDi,NA,NA,NA,,
A4.2,Prot,Proteales,Prot,Proteaceae,NA,Macadamia,sp.,MacSp.,MaSp.,Gen,Macadamia nut,NA,Tree,NA,Y,CropP,NA,NA,NA,NA,NA,NA,B2S,NA,NA,NA,B2S,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A1,Fern,Fern,Psil,Psilotaceae,NA,Psilotum,nudum,PsiNud,PsNu,NA,Whisk fern,NA,Herb,NA,N,Weed,NA,NA,L&L,NA,NA,NA,B5,NA,NA,NA,NA,NA,NA,B5,NA,NA,NA,NA,NA,NA,,
A1,Fern,Fern,Pter,Pteridaceae,NA,Pteris,vittata,PteVit,PtVi,NA,Fern,NA,Herb,NA,N,Weed,NA,NA,L&L,G&P,NA,NA,WdDi,NA,NA,NA,WdDi,B3H,NA,NA,NA,WdDi,NF,H,NA,NA,,
A4.5,Rosa,Rosales,Rham,Rhamnaceae,NA,Colubrina,arborescens,ColArb,CoAr,NA,Greenheart,NA,Tree,Shrub,Y,Ham,Landsc,NA,NA,NA,NA,NA,Ham,NA,NA,NA,NF,B3H,NA,NA,NA,NA,NA,1?,NA,NA,,
A4.5,Rosa,Rosales,Rham,Rhamnaceae,NA,Krugiodendron,ferrum,KruFer,KrFe,NA,NA,NA,Shrub,Tree,N,Ham,Roc?,NA,NA,NA,NA,NA,Ham,NA,NA,NA,NF,B3H,NA,NA,NA,NA,NA,NA,NA,[4also],,
A4.5,Rosa,Rosales,Rham,Rhamnaceae,NA,Ziziphus ,joaziero,ZizJoa,ZiJo,NA,NA,"B2N, site # 16-C",Tree,Shrub,Y,CropP,Landsc,NA,NA,NA,NA,NA,B2N,NA,NA,NA,B2N,NA,NA,NA,NA,NA,NA,1,NA,[8],,
A4.5,Rosa,Rosales,Rham,Rhamnaceae,NA,Ziziphus ,mauritiana,ZizMau,ZiMa,NA,Indian jujube,"B2N, site # 19-A, and in B2S",Tree,Shrub,Y,CropP,Landsc,NA,NA,NA,NA,NA,B2S,B2N,NA,NA,B2,NA,NA,NA,NA,NA,NA,NA,NA,"[1, 8]",,
A4.5,Rosa,Rosales,Rosa,Rosaceae,NA,Eriobotrya,japonica,EriJap,ErJa,NA,Loquat,NA,Tree,NA,?,Landsc,CropP,NA,NA,NA,NA,NA,B2,NA,NA,NA,B2,NF,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Rosa,Rosales,Rosa,Rosaceae,NA,Eriobotrya,sp.,EriSp.,ErSp.,Gen,NA,Similar to loquat,Tree,NA,Y,Landsc,NA,NA,NA,NA,NA,NA,8255,Storage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Rosa,Rosales,Rosa,Rosaceae,NA,Frageria,sp.,FraSp.,FrSp.,Sp.,Strawberry,NA,Herb,NA,Y,CropT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Rosa,Rosales,Rosa,Rosaceae,NA,Prunus,myrtifolia,PruMyr,PrMy,NA,West Indian cherry,NA,Tree,NA,N,Ham,NA,NA,NA,NA,NA,NA,Ham,NA,NA,NA,NA,B3H,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.8,Gent,Gentianales,Rubi,Rubiaceae,NA,Chiococca,alba,ChiAlb,ChAl2,NA,NA,NA,Vine,Shrub,N,Ham,Roc,NA,NA,NA,NA,NA,Ham,Roc,NA,NA,NF,B3H,NWH,NA,NA,NA,NA,NA,NA,[4also],,
A4.8,Gent,Gentianales,Rubi,Rubiaceae,NA,Diodea,sp.,DioSp.2,DiSp.3,Sp.,NA, (nr.  D. virginica),Herb,NA,N,Weed,Lawn,NA,L&L,NA,NA,NA,8223,EastLabs,NA,NA,NF,NF,NA,NA,NA,NF,NA,P,NA,NA,,
A4.8,Gent,Gentianales,Rubi,Rubiaceae,NA,Galium,hispidulum,GalHis,GaHi,NA,NA,NA,Vine,Herb,N,Roc,NA,NA,NA,NA,NA,NA,Roc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[4only],,
A4.8,Gent,Gentianales,Rubi,Rubiaceae,NA,Gardenia,sp.,GarSp.1,GaSp.2,Sp.,NA,Shrub,Shrub,NA,Y,Landsc,NA,NA,NA,NA,NA,NA,8255,Storage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.8,Gent,Gentianales,Rubi,Rubiaceae,NA,Gardenia,sp.,GarSp.2,GaSp.3,Sp.,NA,"Drooping large shrub, woody capsules",Shrub,Tree,Y,Landsc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.8,Gent,Gentianales,Rubi,Rubiaceae,NA,Guettarda,scabra,GueSca,GuSc,NA,NA,NA,Shrub,Herb,N,Roc,NA,NA,NA,NA,NA,NA,Roc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[4only],,
A4.8,Gent,Gentianales,Rubi,Rubiaceae,NA,Hamelia,patens,HamPat,HaPa,NA,Firebush,Glabrous & pubescent vars,Shrub,Tree,N,Landsc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NF,B3H?,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.8,Gent,Gentianales,Rubi,Rubiaceae,NA,Hedyotis,corymbosa,HedCor,HeCo,NA,NA,NA,Herb,NA,N,Weed,NA,NA,L&L,Veg,G&P,NA,WdDi,NA,NA,NA,WdDi,NF,NA,NA,NA,WdDi,WdDi,NA,NA,NA,,
A4.8,Gent,Gentianales,Rubi,Rubiaceae,NA,Hedyotis,procumbens,HedPro,HePr,NA,NA,NA,Herb,NA,N,Lawn,NA,NA,NA,NA,NA,NA,8223,EastLabs,NA,NA,NA,NF,NA,NA,NA,NA,NA,P,NA,NA,,
A4.8,Gent,Gentianales,Rubi,Rubiaceae,NA,Ixora,sp.,IxoSp.,IxSp.,Sp.,Ixora,NA,Shrub,Tree,Y,Landsc,NA,NA,NA,NA,NA,NA,8267,VergelHome,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.8,Gent,Gentianales,Rubi,Rubiaceae,NA,Morinda,Royoc,MorRoy,MoRo,NA,NA,NA,Herb,Shrub,N,Roc,Succ,NA,NA,NA,NA,NA,Roc,Suc,Ham,NA,WdDi,B3H,NA,NA,NA,WdDi,NA,NA,NA,[4also],,
A4.8,Gent,Gentianales,Rubi,Rubiaceae,NA,Nauclea ,latifolia,NauLat,NaLa,NA,African peach,NA,Tree,Shrub,Y,CropP,Landsc,NA,NA,NA,NA,NA,B2S,NA,NA,NA,B2S,NA,NA,NA,NA,NA,NA,NA,NA,[1],,
A4.8,Gent,Gentianales,Rubi,Rubiaceae,NA,Randia,aculeata,RanAcu,RaAc,NA,NA,NA,Shrub,NA,N,Roc,NA,NA,NA,NA,NA,NA,Roc,Ham?,NA,NA,NA,NF,NA,NA,NA,NA,NA,NA,NA,[4also],,
A4.8,Gent,Gentianales,Rubi,Rubiaceae,NA,Rhondeletia,leucophylla,RhoLeu,RhLe,NA,NA,NA,Shrub,Tree,Y,Landsc,NA,NA,NA,NA,NA,NA,8221,Library,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.8,Gent,Gentianales,Rubi,Rubiaceae,NA,Richardia,grandiflora,RicGra,RiGr,NA,NA,NA,Herb,NA,N,Lawn,NA,NA,NA,NA,NA,NA,WdDi,NA,NA,NA,WdDi,B3H,NWH,NA,NA,WdDi,NF,NA,NA,[4also],,
A4.8,Gent,Gentianales,Rubi,Rubiaceae,NA,Spermacoce,prostrata,SpePro,SpPr,NA,NA,NA,NA,NA,N,Roc,NA,NA,NA,NA,NA,NA,Roc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[4only],,
A4.8,Gent,Gentianales,Rubi,Rubiaceae,NA,Spermacoce,remota,SpeRem,SpAs,NA,NA,NA,Herb,NA,N,Weed,NA,NA,L&L, Ham,NA,NA,WdDi,NA,NA,NA,WdDi,B3H,NA,NA,NA,WdDi,NF,NA,NA,[4also],,
A4.8,Gent,Gentianales,Rubi,Rubiaceae,NA,Spermacoce,tetraquetra,SpeTet,SpTe,NA,NA,NA,Herb,NA,N,Weed,NA,NA,L&L,Veg,NA,NA,B10,B14,NA,NA,NA,NA,NA,B5,NA,B10,NA,NA,NA,NA,,
A4.8,Gent,Gentianales,Rubi,Rubiaceae,NA,Spermacoce,verticillata,SpeVer,SpVe,NA,NA,NA,Herb,NA,N,Weed,Native,NA,L&L,NA,NA,NA,WdDi,NA,NA,NA,WdDi,B3H,NA,NA,NA,WdDi,NF,NA,NA,[4also],,
A2,Aspa,Asparagales,Rusc,Ruscaceae,NA,Leriope,spicata,LerSpi,LeSp,NA,NA,NA,Herb,NA,?,Landsc,NA,NA,NA,NA,NA,NA,8269,StuHsng,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A2,Aspa,Asparagales,Rusc,Ruscaceae,NA,Sanseveria,hyacinthoides,SanHya,SaHy,NA,Bowstring hemp,NA,Herb,NA,N,Landsc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NF,NF,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Sapi,Sapindales,Ruta,Rutaceae,NA,Aegle,marmelos,AegMar,AeMa,NA,Bael,"B2N, site # 4-I",Tree,Shrub,Y,CropP,Landsc,NA,NA,NA,NA,NA,B2N,NA,NA,NA,B2N,NA,NA,NA,NA,NA,NA,1,NA,[8],,
A4.5,Sapi,Sapindales,Ruta,Rutaceae,NA,Casimiroa ,edulis,CasEdu,CaEd,NA,White sapote,"B2N, site # 15-F(?) and B2S",Tree,Shrub,Y,CropP,Landsc,NA,NA,NA,NA,NA,B2N,B2S,NA,NA,B2,NA,NA,NA,NA,NA,NA,NA,NA,"[1, 8]",,
A4.5,Sapi,Sapindales,Ruta,Rutaceae,NA,Casimiroa ,sp.,CasSp.,CaSp.,Sp.,NA,"B2N, site # 13-F",Tree,Shrub,Y,CropP,Landsc,NA,NA,NA,NA,NA,B2N,NA,NA,NA,B2N,NA,NA,NA,NA,NA,NA,NA,NA,[8],,
A4.5,Sapi,Sapindales,Ruta,Rutaceae,NA,Casimiroa ,tetrameria,CasTet,CaTe,Sp.,NA,"B2N, site # 12-F",Tree,Shrub,Y,CropP,Landsc,NA,NA,NA,NA,NA,B2N,NA,NA,NA,B2N,NA,NA,NA,NA,NA,NA,NA,NA,[8],,
A4.5,Sapi,Sapindales,Ruta,Rutaceae,NA,Citrus,latifolia,CitLat,CiLa,NA,Persian lime,NA,Tree,Shrub,Y,CropP,Landsc,NA,NA,NA,NA,NA,B6,NA,NA,NA,NF,NF,NA,NA,B6,NA,NA,NA,NA,NA,,
A4.5,Sapi,Sapindales,Ruta,Rutaceae,NA,Citrus,paradisi,CitPar,CiPa,NA,Grapefruit,‘Ray Ruby’ & ‘Marsh’,Tree,Shrub,?,CropP,Landsc,NA,NA,NA,NA,NA,B6,NA,NA,NA,NF,NF,NA,NA,B6,NF,NF,NA,NA,NA,,
A4.5,Sapi,Sapindales,Ruta,Rutaceae,NA,Citrus,x sinensis,CitNAsin,CiNAsi,NA,Valencia Orange,‘Valencia’,Tree,Shrub,?,CropP,Landsc,NA,NA,NA,NA,NA,B6,NA,NA,NA,NF,NF,NA,NA,B6,NF,NF,NA,NA,NA,,
A4.5,Sapi,Sapindales,Ruta,Rutaceae,NA,Clausena ,lansium,ClaLan,ClLa,NA,Wampi,NA,Tree,Shrub,Y,CropP,Landsc,NA,NA,NA,NA,NA,B2,NA,NA,NA,B2,NA,NA,NA,NA,NA,NA,NA,NA,[1],,
A4.5,Sapi,Sapindales,Ruta,Rutaceae,NA,Murraya,koenigii,MurKoe,MuKo,NA,Curry tree,"B2N, site # 5-I",Tree,Shrub,Y,CropP,Landsc,NA,NA,NA,NA,NA,B2N,NA,NA,NA,B2N,NA,NA,NA,NA,NA,NA,1,NA,[8],,
A4.5,Sapi,Sapindales,Ruta,Rutaceae,NA,Murraya,paniculata,MurPan,MuPa,NA,NA,NA,Shrub,Tree,N,Landsc,Weed,NA,L&L,NA,NA,NA,NA,NA,NA,NA,NF,NF,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Sapi,Sapindales,Ruta,Rutaceae,NA,Zanthoxylum,fagara,ZanFag,ZaFa,NA,Wild lime,NA,Tree,Shrub,N,Landsc,Ham,NA,NA,NA,NA,NA,Ham,NA,NA,NA,NF,B3H,NWH,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Malp,Malpighiales,Sali,Salicaceae,Flac,Flacourtia,indica,FlaInd,FlIn,Fam,Governor's plum,Waiting for flowers to confirm id,Shrub,Tree,N,Roc,Ham,Weed,Roc,Ham,NA,NA,Roc,Ham,NA,NA,NF,B3H?,NA,NA,NA,NA,NA,NA,NA,[4also],,
A4.5,Malp,Malpighiales,Sali,Salicaceae,NA,Salix,caroliniana,SalCar,SaCa,Sp.,Willow,NA,Shrub,Tree,N,Weed,NA,NA,Veg,G&P,NA,NA,B8SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Malp,Malpighiales,Sali,Salicaceae,Flac,Dovyalis,abyssinica,DovAby,DoAb,NA,NA,NA,Tree,Shrub,Y,Landsc,NA,NA,NA,NA,NA,NA,B2N,NA,NA,NA,B2N,NA,NA,NA,NA,NA,NA,NA,NA,[8],,
A4.5,Malp,Malpighiales,Sali,Salicaceae,Flac,Dovyalis,caffra ,DovCaf,DoCa,NA,Kei apple,NA,Shrub,Tree,Y,Landsc,NA,NA,NA,NA,NA,NA,B2N,NA,NA,NA,B2N,NA,NA,NA,NA,NA,NA,NA,NA,[8],,
A4.5,Malp,Malpighiales,Sali,Salicaceae,Flac,Dovyalis,hebecarpa,DovHeb,DoHe,NA,Ketembilla,NA,Tree,Shrub,Y,Landsc,NA,NA,NA,NA,NA,NA,B2N,NA,NA,NA,B2N,NA,NA,NA,NA,NA,NA,NA,NA,[8],,
A4.5,Sapi,Sapindales,Sapi,Sapindaceae,NA,Acer,rubrum,AceRub,AcRu,NA,Red maple,NA,Tree,Shrub,?,Landsc,NA,NA,NA,NA,NA,NA,B4,8267,VergelHome,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
